id,sensor_id,data,time_stamp
420,'1',17.7,'2021-10-30T12:48:00.729088+02'
421,'1',17.7,'2021-10-30T13:10:40.770885+02'
422,'1',17.7,'2021-10-30T13:31:41.901194+02'
423,'1',17.7,'2021-10-30T13:53:44.05223+02'
424,'1',17.7,'2021-10-30T14:15:59.604899+02'
425,'1',17.7,'2021-10-30T14:37:56.887265+02'
426,'1',17.7,'2021-10-30T14:58:25.763541+02'
427,'1',17.7,'2021-10-30T15:19:39.845651+02'
428,'1',17.7,'2021-10-30T15:41:50.811087+02'
429,'1',17.7,'2021-10-30T16:04:26.024032+02'
430,'1',17.7,'2021-10-30T16:27:46.201242+02'
431,'1',17.7,'2021-10-30T16:49:01.793361+02'
432,'1',17.6,'2021-10-30T17:11:03.092588+02'
433,'1',17.6,'2021-10-30T17:32:44.286437+02'
434,'1',17.6,'2021-10-30T17:54:51.308415+02'
435,'1',17.6,'2021-10-30T18:16:12.582287+02'
436,'1',17.6,'2021-10-30T18:37:29.482765+02'
437,'1',17.6,'2021-10-30T18:58:27.313541+02'
438,'1',17.6,'2021-10-30T19:19:37.867151+02'
439,'1',17.5,'2021-10-30T19:41:23.197594+02'
440,'1',17.5,'2021-10-30T20:03:24.670615+02'
441,'1',17.5,'2021-10-30T20:24:37.767867+02'
442,'1',17.5,'2021-10-30T20:46:42.619632+02'
443,'1',17.5,'2021-10-30T21:08:29.753806+02'
444,'1',17.4,'2021-10-30T21:31:51.024294+02'
445,'1',17.4,'2021-10-30T21:53:48.837655+02'
446,'1',17.4,'2021-10-30T22:15:50.075808+02'
447,'1',17.3,'2021-10-30T22:37:14.138661+02'
448,'1',17.3,'2021-10-30T23:00:21.796819+02'
449,'1',17.3,'2021-10-30T23:22:50.538984+02'
450,'1',17.3,'2021-10-30T23:43:48.185864+02'
451,'1',17.2,'2021-10-31T00:05:06.144802+02'
452,'1',17.2,'2021-10-31T00:28:00.516846+02'
453,'1',17.2,'2021-10-31T00:50:26.113515+02'
